group_id,leader,member,modify_leader,image_url,Image,label,canonical leader ,Brand,Name ,Package ,Promotion 
2442,benson sky blue superkings 20 units,bh superkings blue tt 20,No,,,,Benson & Hedges Blue superkings cigarettes 20 units,Benson & Hedges,Blue superkings cigarettes,20 units,0
2442,benson sky blue superkings 20 units,bh superkings sky blue tt 20,No,,,,Benson & Hedges Blue superkings cigarettes 20 units,Benson & Hedges,Blue superkings cigarettes,20 units,0
2286,bensonhedges blue kingsize,benson blue kingsize,Yes,,,,Benson & Hedges Blue kingsize cigarettes 20 units,Benson & Hedges,Blue kingsize cigarettes,20 units,0
2286,bensonhedges blue kingsize,bensonhedges blue kingsize,Yes,,,,Benson & Hedges Blue kingsize cigarettes 20 units,Benson & Hedges,Blue kingsize cigarettes,20 units,0
2288,bensonhedges skyblue kingsize,bensonhedges silver kingsize,Yes,,,,Benson & Hedges Sky blue king size cigarettes 20 units,Benson & Hedges,Sky blue king size cigarettes,20 units,0
2288,bensonhedges skyblue kingsize,bensonhedges skyblue kingsize,Yes,,,,Benson & Hedges Sky blue king size cigarettes 20 units,Benson & Hedges,Sky blue king size cigarettes,20 units,0
2306,bernard matthew chicken breast chunk,bernard matthew chicken breast chunk,Yes,https://d1ralsognjng37.cloudfront.net/f202b052-b8bd-4cf4-a48b-6ee3dcbe822d.jpeg,,,bernard matthews chicken breast chunk 1 unit,Bernard Matthews,Chicken breast chunk,1 unit,0
2311,bernard matthew chicken breast wafer thin 120g,bernard matthew chicken breast wafer thin 120g,Yes,https://d1ralsognjng37.cloudfront.net/a348e8d3-b7bc-4dbd-a915-963a5ffa3bc0.jpeg,,,bernard matthews chicken breast wafer thin 120 g,Bernard Matthews,Chicken breast wafer thin,120 g,0
2321,bernard matthew turkey breast slice,bernard matthew turkey ham slice,No,https://d1ralsognjng37.cloudfront.net/660070cd-12c9-4364-a489-e74e4c4c52a0.jpeg,,,bernard matthews turkey ham slice 120 g,Bernard Matthews,Turkey ham slice,120 g,0
2326,bernard matthew wafer thin turkey ham 120 g,bernard matthew wafer thin turkey 120g,No,https://d1ralsognjng37.cloudfront.net/c8b4db97-da6a-4b7c-9207-d62b8c43f378.jpeg,,,bernard matthews wafer thin turkey 120 g,Bernard Matthews,Wafer thin turkey,120 g,0
2326,bernard matthew wafer thin turkey ham 120 g,bernhard matthew wafer thin turkey 120g,No,https://d1ralsognjng37.cloudfront.net/6ecb5e02-c8a3-4935-aab2-28c0d9639e68.jpeg,,,bernard matthews wafer thin turkey 120 g,Bernard Matthews,Wafer thin turkey,120 g,0
2325,bernhard matthew turkey ham 120g,bernard matthew turkey ham 120g,Yes,https://d1ralsognjng37.cloudfront.net/a18f3018-8de7-4fd8-b5a1-87fcb655335c.jpeg,,,bernard matthews turkey ham 120 g,Bernard Matthews,Turkey ham,120 g,0
2325,bernhard matthew turkey ham 120g,bernhard matthew turkey ham 120g,Yes,https://d1ralsognjng37.cloudfront.net/6819acb5-5b50-4f48-9045-d0f2fb8bb546.jpeg,,,bernard matthews turkey ham 120 g,Bernard Matthews,Turkey ham,120 g,0
2395,bh blue pack of 20,bh blue pack of 20,Yes,,,,Benson & Hedges Blue cigarettes 20 units,Benson & Hedges,Blue cigarettes,20 units,0
2419,bh new super king green 20,bh new super king green 20,Yes,,,,Benson & Hedges Superkings green cigarettes 20 units,Benson & Hedges,Superkings green cigarettes,20 units,0
2425,bh silver king size 20,bh king size silver tt 20,Yes,,,,Benson & Hedges Silver king cigarettes 20 units,Benson & Hedges,Silver king cigarettes,20 units,0
2425,bh silver king size 20,bh silver king size 20,Yes,,,,Benson & Hedges Silver king cigarettes 20 units,Benson & Hedges,Silver king cigarettes,20 units,0
17683,bh sky blue king size 20,bh king size blue 20,No,,,,Benson & Hedges Blue king size cigarettes 20 units,Benson & Hedges,Blue king size cigarettes,20 units,0
17683,bh sky blue king size 20,bh king size blue tt 20,No,,,,Benson & Hedges Blue king size cigarettes 20 units,Benson & Hedges,Blue king size cigarettes,20 units,0
17683,bh sky blue king size 20,bh king size gold tt 20,No,,,,Benson & Hedges Blue king size cigarettes 20 units,Benson & Hedges,Blue king size cigarettes,20 units,0
17683,bh sky blue king size 20,bh king size sky blue tt 20,No,,,,Benson & Hedges Blue king size cigarettes 20 units,Benson & Hedges,Blue king size cigarettes,20 units,0
17683,bh sky blue king size 20,lb king size 20,No,,,,Benson & Hedges Blue king size cigarettes 20 units,Benson & Hedges,Blue king size cigarettes,20 units,0
17683,bh sky blue king size 20,lb king size blue 20,No,,,,Benson & Hedges Blue king size cigarettes 20 units,Benson & Hedges,Blue king size cigarettes,20 units,0
17683,bh sky blue king size 20,lb real blue king size 20,No,,,,Benson & Hedges Blue king size cigarettes 20 units,Benson & Hedges,Blue king size cigarettes,20 units,0
2433,bh sky blue super king 20,bh blue super king 20,Yes,,,,Benson & Hedges Sky blue superkings cigarettes 20 units,Benson & Hedges,Sky blue superkings cigarettes,20 units,0
2433,bh sky blue super king 20,bh sky blue super king 20,Yes,,,,Benson & Hedges Sky blue superkings cigarettes 20 units,Benson & Hedges,Sky blue superkings cigarettes,20 units,0
2441,bh superkings green,bh new superkings green,No,,,,Benson & Hedges Superkings green cigarettes 20 units,Benson & Hedges,Superkings green cigarettes,20 units,0
2459,big d dry roasted peanut 240g,big d dry roasted peanut 240g,Yes,https://d1ralsognjng37.cloudfront.net/5f8915c7-83a6-4127-8229-2bf3679c8d9b.jpeg,,,big d dry roasted peanut 240 g,Big D,Dry roasted peanut,240 g,0
2462,big d salted cashew 100g,big d salted cashew 100g,Yes,https://d1ralsognjng37.cloudfront.net/84dc1546-a24f-4642-bf2f-12c8865af376.jpeg,,,big d salted cashew 100 g,Big D,Salted cashew,100 g,0
2463,big d salted peanut 240g,big d salted peanut 240g,Yes,https://d1ralsognjng37.cloudfront.net/4e429878-2c98-47af-ad6d-ce007a10651f.jpeg,,,big d salted peanut 240 g,Big D,Salted peanut,240 g,0
2517,bird bros 12 fresh egg,bird bros 12 fresh egg,Yes,,,,bird bros fres egg 12 units,Bird Bros,Fresh egg,12 units,0
2522,bird bros x12 fresh large egg,bird bros x12 fresh large egg,Yes,https://d1ralsognjng37.cloudfront.net/4dda574b-2bfe-41ec-96e8-5f01cc1c9b93.jpeg,,,bird bros large egg 12 units,Bird Bros,Fresh large egg,12 units,0
2654,birra moretti 330ml 4 pack,birra moretti 330ml 4 pack,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1127cda835560514fd6ad4695531a69a/859baff1d76042a45e319d1de80aec7a.jpeg,,,birra moretti beer 4 x 330 ml,Birra Moretti,Beer,4 x 330 ml,0
2748,black storm 500ml,black storm 4x500ml 7.5 %,Yes,,,,black storm finest strong cider 4 x 500 ml,Black Storm,Finest strong cider,4 x 500 ml,0
2748,black storm 500ml,black storm 500ml,Yes,https://d1ralsognjng37.cloudfront.net/7732e009-5eac-47a5-a54b-1be87e3f6b67.jpeg,,,black storm finest strong cider 500 ml,Black Storm,Finest strong cider,500 ml,0
2854,blossom rose 75cl,blossom rose 75cl,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/bc24675f71d4522cff5865eeda6fe82c/b4facf495c22df52f3ca635379ebe613.jpeg,,,blossom rosé wine 750 ml,Blossom Hill,Rosé wine,750 ml,0
2857,blossom white 75cl,blossom white 75cl,Yes,,,,blossom white wine 750 ml,Blossom Hill,White wine,750 ml,0
2858,blossom white zinfandale 75cl,blossom white zinfandale 75cl,Yes,,,,blossom white zinfandale 750 ml,Blossom Hill,White Zinfandel,750 ml,0
2887,blue rasberry ice slush large,blue rasberry ice slush large,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/203156b6a1ddb9c5a3e853aad12f14b6/b4facf495c22df52f3ca635379ebe613.jpeg,,,blue rasberry ice slush large 1 unit,,blue rasberry ice slush large,1 unit,0
3082,boost energy 1 littre,boost energy 1 littre,Yes,,,,boost energy original drink 1 L ,Boost Energy,Original drink,1 L,0
3083,boost energy 1ltr,boost energy 1ltr,Yes,https://d1ralsognjng37.cloudfront.net/f40bbee6-ccf4-4ce8-8ce7-f33dbb61e8f2.jpeg,,,boost energy original drink 1 L ,Boost Energy,Original drink,1 L,0
3088,boost energy mango can 250ml,boost energy mango can 250ml,Yes,,,,boost energy mango drink 250 ml,Boost Energy,Mango drink,250 ml,0
3104,boost energy original 250 ml,boost energy original can 250ml,No,https://tb-static.uber.com/prod/image-proc/processed_images/b95e8c859534f1221f6de9a90f02d890/b4facf495c22df52f3ca635379ebe613.jpeg,,,boost energy original drink 250 ml,Boost Energy,Original drink,250 ml,0
3104,boost energy original 250 ml,boost original 250 ml,No,https://d1ralsognjng37.cloudfront.net/8d7b700e-9896-4404-8e94-5bfd746b1e80.jpeg,,,boost energy original drink 250 ml,Boost Energy,Original drink,250 ml,0
3106,boost energy sugar free original 250 ml,boost original sugar free energy drink 250ml,No,https://d1ralsognjng37.cloudfront.net/4ab95330-8698-455d-92cf-106838a625ed.jpeg,,,boost original sugar free drink 250 ml,Boost Energy,Original sugar free drink,250 ml,0
3101,boost exotic energy 250 ml,boost energy exotic fruit 250ml,No,https://d1ralsognjng37.cloudfront.net/67b14c4c-a034-494c-bff2-179278f3b2e9.jpeg,,,boost energy exotic fruit drink 250 ml,Boost Energy,Exotic fruit drink,250 ml,0
3101,boost exotic energy 250 ml,boost energy exotic fruit 500ml,No,https://d1ralsognjng37.cloudfront.net/894015cb-a226-4573-b611-39518ef4748e.jpeg,,,boost energy exotic fruit drink 500 ml,Boost Energy,Exotic fruit drink,500 ml,0
3101,boost exotic energy 250 ml,boost energy exotic fruit bottle 500ml,No,,,,boost energy exotic fruit drink 500 ml,Boost Energy,Exotic fruit drink,500 ml,0
3105,boost original 500ml,boost original 500ml,Yes,https://d1ralsognjng37.cloudfront.net/c0762710-5eb3-4927-b3a0-0089979975ed.jpeg,,,boost energy original drink 500 ml,Boost Energy,Original drink,500 ml,0
3125,boost sport orange bottle 500ml,boost sport orange bottle 500ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f0129115b015f4c22653e6ac18414372/b4facf495c22df52f3ca635379ebe613.jpeg,,,boost sport orange drink 500 ml,Boost Energy,Orange drink,500 ml,0
3127,boost sport tropical 500ml,boost sport tropical 500ml,Yes,https://d1ralsognjng37.cloudfront.net/40c4ed10-8497-49aa-a421-e2dcd32b492e.jpeg,,,boost sport tropical drink 500 ml,Boost Energy,Tropical drink,500 ml,0
3130,boost sugarfree 500ml,boost sugarfree 500ml,Yes,https://d1ralsognjng37.cloudfront.net/fa93bfc5-de3b-426f-b67e-387aa7ff1b04.jpeg,,,boost original sugar free drink 500 ml,Boost Energy,Original sugar free drink,500 ml,0
3172,bounty milk twin 57g,bounty milk twin 57g,Yes,https://d1ralsognjng37.cloudfront.net/fbfbe1b6-04cd-4333-ab2c-4c41e212cda8.jpeg,,,bounty milk chocolate coconut 2 x 28.5 g,Bounty,Milk chocolate coconut,2 x 28.5 g,0
3189,bowyers 5 sausage roll,bowyers 5 sausage roll,Yes,,,,bowyers sausage roll 5 units,Bowyers,Sausage roll,5 units,0
3227,brazilian mango,brazilian mango,Yes,https://d1ralsognjng37.cloudfront.net/5ff287dc-e50e-4833-9355-f923eecdce59.jpeg,,,brazilian mango 1 unit,,Brazilian mango,1 unit,0
3331,brother toffee apple cider,brother toffee apple,Yes,https://d1ralsognjng37.cloudfront.net/cf2e453f-e7f2-44b1-9d93-7a3d6fd8f91d.jpeg,,,brothers toffee apple cider 500 ml,Brothers,Toffee apple cider,500 ml,0
3331,brother toffee apple cider,brother toffee apple cider,Yes,,,,brothers toffee apple cider 500 ml,Brothers,Toffee apple cider,500 ml,0
3360,bud light 4 x 440ml,bud light 4 x 440ml,Yes,,,,bud light beer 4 x 440 ml,,Beer,4 x 440 ml,0
3362,bud light 4pk 300ml,bud light 4pk 300ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3e9b85b179f9eae72202767295b4c4b4/859baff1d76042a45e319d1de80aec7a.jpeg,,,bud light beer 300 ml,Bud Light,Beer,300 ml,0
3366,bud light 4x440ml,bud light 440ml,Yes,https://d1ralsognjng37.cloudfront.net/8e3b0e2e-5362-425c-8af8-25b4795708ea.jpeg,,,bud light beer 440 ml,Bud Light,Beer,440 ml,0
3366,bud light 4x440ml,bud light 4x440ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/385d33d34ab1774d289594982fcef754/b4facf495c22df52f3ca635379ebe613.jpeg,,,bud light beer 4 x 440 ml,Bud Light,Beer,4 x 440 ml,0
3380,budweier 1pint 4pk,budweier 1pint 4pk,Yes,,,,budweiser beer 4 x 568 ml,Budweiser,Beer,4 x 568 ml,0
3389,budweiser 12pk nrb,budweiser 12pk,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6a5b79f39be1f6b1c951962ee2dcbabf/b4facf495c22df52f3ca635379ebe613.jpeg,,,budweiser beer 12 units,Budweiser,Beer,12 units,0
3389,budweiser 12pk nrb,budweiser 12pk nrb,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/ddf57ad0a3c27b0c4a3d34f98b82257e/b4facf495c22df52f3ca635379ebe613.jpeg,,,budweiser beer 12 units,Budweiser,Beer,12 units,0
3390,budweiser 15 x 300ml 15pk,budweiser 15 x 300ml 15pk,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/675a0e0c3bf01a774f0c8771cc29c13b/4218ca1d09174218364162cd0b1a8cc1.jpeg,,,budweiser beer 15 x 300 ml,Budweiser,Beer,15 x 300 ml,0
3395,budweiser 24 bottle,budweiser 24 bottle,Yes,https://d1ralsognjng37.cloudfront.net/96f3c751-a1b7-48c0-a1bf-06d0c23078df.jpeg,,,budweiser beer 24 units,Budweiser,Beer,24 units,0
3412,budweiser 4pk 4568ml,budweiser 4pk 4568ml,Yes,https://d1ralsognjng37.cloudfront.net/09862302-2d29-43e3-b47e-5f83cdaa7c36.jpeg,,,budweiser beer 4 x 568 ml,Budweiser,Beer,4 x 568 ml,0
3419,budweiser 4pk pint can,budweiser 4pk pint,Yes,,,,budweiser beer 4 x 568 ml,Budweiser,Beer,4 x 568 ml,0
3419,budweiser 4pk pint can,budweiser 4pk pint can,Yes,,,,budweiser beer 4 x 568 ml,Budweiser,Beer,4 x 568 ml,0
3422,budweiser 568ml 4pk,budwei ser 4x568ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/49b0d45c96e218e6a604b09451f0f212/859baff1d76042a45e319d1de80aec7a.jpeg,,,budweiser beer 4 x 568 ml,Budweiser,Beer,4 x 568 ml,0
3422,budweiser 568ml 4pk,budweiser 568ml 4pk,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/49cc96630858642f06436a574e805e49/859baff1d76042a45e319d1de80aec7a.jpeg,,,budweiser beer 4 x 568 ml,Budweiser,Beer,4 x 568 ml,0
3463,budweiser large bottle,budweiser large bottle,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a0c6c1754547c66cddb1eb65d61df033/859baff1d76042a45e319d1de80aec7a.jpeg,,,budweiser beer 1 unit,Budweiser,Beer,1 unit,0
3468,budweiser pint 4pk 4x568ml,budweiser 4pk 4x568ml,Yes,https://d1ralsognjng37.cloudfront.net/9411b2f5-aa77-463f-975b-a7d00cd288c3.jpeg,,,budweiser beer 4 x 568 ml,Budweiser,Beer,4 x 568 ml,0
3468,budweiser pint 4pk 4x568ml,budweiser 4pk pint 4x568ml pk,Yes,,,,budweiser beer 4 x 568 ml,Budweiser,Beer,4 x 568 ml,0
3468,budweiser pint 4pk 4x568ml,budweiser pint 4pk 4x568ml,Yes,https://d1ralsognjng37.cloudfront.net/28685b30-b3a9-405e-81df-85dba24628c3.jpeg,,,budweiser beer 4 x 568 ml,Budweiser,Beer,4 x 568 ml,0
3494,buitoni spaghetti 72 400g,buitoni spaghetti 72 400g,Yes,https://d1ralsognjng37.cloudfront.net/d91203df-1d69-4929-9d6d-c057baee7be7.jpeg,,,buitoni spaghetti 72 400 g,Buitoni,Spaghetti 72,400 g,0
3508,bulmers crushed red berry lime cider 500 ml,blmers red berry lime 500ml,No,https://d1ralsognjng37.cloudfront.net/26321b5e-6a86-456a-bef8-83433b93bf7b.jpeg,,,bulmers red berry lime cider 500 ml,Bulmers,Red berry lime cider,500 ml,0
3508,bulmers crushed red berry lime cider 500 ml,bulmers crushed red berry and lime cider 500ml,No,https://d1ralsognjng37.cloudfront.net/a1aa38e3-1392-46d9-bd2c-b381a529c9a0.jpeg,,,bulmers red berry lime cider 500 ml,Bulmers,Red berry lime cider,500 ml,0
3508,bulmers crushed red berry lime cider 500 ml,bulmers crushed red berry lime 500ml,No,https://d1ralsognjng37.cloudfront.net/437803a4-b77c-472b-95ca-b00b00ef3180.jpeg,,,bulmers red berry lime cider 500 ml,Bulmers,Red berry lime cider,500 ml,0
3508,bulmers crushed red berry lime cider 500 ml,bulmers red berry and lime 500ml,No,https://tb-static.uber.com/prod/image-proc/processed_images/80f44ab983e784dfcc80c76c26dd2bc2/859baff1d76042a45e319d1de80aec7a.jpeg,,,bulmers red berry lime cider 500 ml,Bulmers,Red berry lime cider,500 ml,0
3508,bulmers crushed red berry lime cider 500 ml,bulmers red berry lime bottle 500ml,No,https://tb-static.uber.com/prod/image-proc/processed_images/80f44ab983e784dfcc80c76c26dd2bc2/859baff1d76042a45e319d1de80aec7a.jpeg,,,bulmers red berry lime cider 500 ml,Bulmers,Red berry lime cider,500 ml,0
3544,butcher grain free tripe loaf recipe,butcher grain free tripe loaf recipe,Yes,https://d1ralsognjng37.cloudfront.net/9d72e13d-83d4-4fd0-bb33-b2bc269862c4.jpeg,,,Butcher's Chicken & tripe dogs food 400 g,Butcher's,Chicken & tripe dogs food,400 g,0
3571,butter croissant single,butter croissant single,Yes,,,,Butter croisant 1 unit,,Butter croisant,1 unit,0
3605,butterkist cinema sweet popcorn,butterkist popcorn toffee,No,https://d1ralsognjng37.cloudfront.net/47262160-4f81-4ef4-b1dc-be67e4ec9528.jpeg,,,Butterkist Crunchy toffee popcorn 170 g,Butterkist,Crunchy toffee popcorn,170 g,0
3605,butterkist cinema sweet popcorn,butterkist simply salted popcorn,No,https://d1ralsognjng37.cloudfront.net/59c86b16-5aaf-41df-9045-549543fefa49.jpeg,,,Butterkist Salted popcorn 50 g,Butterkist,Salted popcorn,50 g,0
3584,butterkist popcorn 85g,butterkist popcorn 85g,Yes,,,,Butterkist Popcorn 85 g,Butterkist,Popcorn,85 g,0
3592,butterkist sweet,butterkist sweet,Yes,,,,Butterkist Sweet popcorn 1 unit,Butterkist,Sweet popcorn,1 unit,0
3593,butterkist sweet and salted 76g,butterkist sweet and salted 76g,Yes,https://d1ralsognjng37.cloudfront.net/d60c543c-c25f-4d30-ac58-a1ca30a05cf7.jpeg,,,Butterkist Sweet & salted popcorn 76 g,Butterkist,Sweet & salted popcorn,76 g,0
3603,butterkist sweet popcorn 76 g,butterkist popcorn sweet salted 76g,No,,,,Butterkist Sweet & salted popcorn 76 g,Butterkist,Sweet & salted popcorn,76 g,0
3603,butterkist sweet popcorn 76 g,butterkist sweet salted popcorn 76g,No,https://d1ralsognjng37.cloudfront.net/d19071b3-6885-42db-8919-db3f45e1daf7.jpeg,,,Butterkist Sweet & salted popcorn 76 g,Butterkist,Sweet & salted popcorn,76 g,0
3747,cadbury button giant bag110g,cadbury button giant bag110g,Yes,https://d1ralsognjng37.cloudfront.net/b9727d5b-9136-45d6-800b-61f0c768b51f.jpeg,,,Cadbury Dairy milk giant button 110 g,Cadbury,Dairy milk giant button,110 g,0
3759,cadbury caramel 120 g,cadbury caramel nibble bag 120g,No,https://d1ralsognjng37.cloudfront.net/3922e264-34f7-4ec4-8895-3967151a5c2c.jpeg,,,Cadbury Dairy milk caramel nibbles 120 g,Cadbury,Dairy milk caramel nibbles,120 g,0
3757,cadbury caramel nibble 90g,cadbury caramel nibble 90g,Yes,,,,Cadbury Dairy milk caramel nibbles 90 g,Cadbury,Dairy milk caramel nibbles,90 g,0
3786,cadbury chocolate,cadbury chocolate,Yes,,,,Cadbury Chocolate  1 unit,Cadbury,Chocolate ,1 unit,0
3805,cadbury creme egg 40 g,cadbury creme egg single p 40g,No,,,,Cadbury Creme egg 40 g,Cadbury,Creme egg,40 g,0
3822,cadbury crunchie,cadbury crunchie melt,No,https://d1ralsognjng37.cloudfront.net/896a607f-b6b3-4982-92ce-c307f99f3791.jpeg,,,Cadbury Crunchy melts cookies 1 unit,Cadbury,Crunchy melts cookies,1 unit,0
3822,cadbury crunchie,cadbury crunchy melt,No,https://d1ralsognjng37.cloudfront.net/23e798ef-14a0-4ffc-ba25-5b18bd443362.jpeg,,,Cadbury Crunchy melts cookies 1 unit,Cadbury,Crunchy melts cookies,1 unit,0
3809,cadbury crunchie 4pk,cadbury crunchie 4pk,Yes,https://d1ralsognjng37.cloudfront.net/da2aa038-08d4-4ea8-9c47-a344d124b3f0.jpeg,,,Cadbury Crunchie chocolate bar  4 units,Cadbury,Crunchie chocolate bar ,4 units,0
3824,cadbury curly wurly 31.5g,cadbury curly wurly 21.5g,Yes,https://d1ralsognjng37.cloudfront.net/145e524a-a149-4f5f-a20a-021a88ef9972.jpeg,,,Cadbury Curly wurly chocolate bar  21.5 g,Cadbury,Curly wurly chocolate bar ,21.5 g,0
3824,cadbury curly wurly 31.5g,cadbury curly wurly 31.5g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e39b0bc7bce547adfb3e30db0096adf7/859baff1d76042a45e319d1de80aec7a.jpeg,,,Cadbury Curly wurly chocolate bar  31.5 g,Cadbury,Curly wurly chocolate bar ,31.5 g,0
3832,cadbury curly wurly squirlies share bag,cadbury curly wurly squirlies,Yes,https://d1ralsognjng37.cloudfront.net/c3902507-4801-4cf6-9659-856ef66abfa1.jpeg,,,Cadbury Curly wurly squirlies 1 unit,Cadbury,Curly wurly squirlies,1 unit,0
